Item,Category,Brand,Supplier,UnitCost
Mouse Model 1326,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1327,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1328,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1329,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1330,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1331,Electronics,BrandB,SupplierX,10.01
Mouse Model 1332,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1333,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1334,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1335,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1336,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1337,Electronics,BrandB,SupplierX,10.01
Mouse Model 1338,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1339,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1340,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1341,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1342,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1343,Electronics,BrandB,SupplierX,10.01
Mouse Model 1344,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1345,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1346,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1347,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1348,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1349,Electronics,BrandB,SupplierX,10.01
Mouse Model 1350,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1351,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1352,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1353,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1354,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1355,Electronics,BrandB,SupplierX,10.01
Mouse Model 1356,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1357,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1358,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1359,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1360,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1361,Electronics,BrandB,SupplierX,10.01
Mouse Model 1362,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1363,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1364,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1365,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1366,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1367,Electronics,BrandB,SupplierX,10.01
Mouse Model 1368,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1369,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1370,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1371,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1372,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1373,Electronics,BrandB,SupplierX,10.01
Mouse Model 1374,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1375,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1376,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1377,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1378,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1379,Electronics,BrandB,SupplierX,10.01
Mouse Model 1380,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1381,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1382,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1383,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1384,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1385,Electronics,BrandB,SupplierX,10.01
Mouse Model 1386,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1387,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1388,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1389,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1390,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1391,Electronics,BrandB,SupplierX,10.01
Mouse Model 1392,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1393,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1394,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1395,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1396,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1397,Electronics,BrandB,SupplierX,10.01
Mouse Model 1398,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1399,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1400,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1401,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1402,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1403,Electronics,BrandB,SupplierX,10.01
Mouse Model 1404,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1405,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1406,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1407,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1408,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1409,Electronics,BrandB,SupplierX,10.01
Mouse Model 1410,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1411,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1412,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1413,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1414,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1415,Electronics,BrandB,SupplierX,10.01
Mouse Model 1416,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1417,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1418,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1419,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1420,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1421,Electronics,BrandB,SupplierX,10.01
Mouse Model 1422,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1423,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1424,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1425,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1426,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1427,Electronics,BrandB,SupplierX,10.01
Mouse Model 1428,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1429,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1430,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1431,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1432,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1433,Electronics,BrandB,SupplierX,10.01
Mouse Model 1434,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1435,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1436,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1437,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1438,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1439,Electronics,BrandB,SupplierX,10.01
Mouse Model 1440,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1441,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1442,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1443,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1444,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1445,Electronics,BrandB,SupplierX,10.01
Mouse Model 1446,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1447,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1448,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1449,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1450,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1451,Electronics,BrandB,SupplierX,10.01
Mouse Model 1452,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1453,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1454,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1455,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1456,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1457,Electronics,BrandB,SupplierX,10.01
Mouse Model 1458,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1459,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1460,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1461,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1462,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1463,Electronics,BrandB,SupplierX,10.01
Mouse Model 1464,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1465,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1466,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1467,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1468,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1469,Electronics,BrandB,SupplierX,10.01
Mouse Model 1470,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1471,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1472,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1473,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1474,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1475,Electronics,BrandB,SupplierX,10.01
Mouse Model 1476,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1477,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1478,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1479,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1480,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1481,Electronics,BrandB,SupplierX,10.01
Mouse Model 1482,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1483,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1484,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1485,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1486,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1487,Electronics,BrandB,SupplierX,10.01
Mouse Model 1488,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1489,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1490,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1491,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1492,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1493,Electronics,BrandB,SupplierX,10.01
Mouse Model 1494,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1495,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1496,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1497,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1498,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1499,Electronics,BrandB,SupplierX,10.01
Mouse Model 1500,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1501,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1502,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1503,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1504,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1505,Electronics,BrandB,SupplierX,10.01
Mouse Model 1506,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1507,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1508,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1509,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1510,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1511,Electronics,BrandB,SupplierX,10.01
Mouse Model 1512,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1513,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1514,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1515,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1516,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1517,Electronics,BrandB,SupplierX,10.01
Mouse Model 1518,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1519,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1520,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1521,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1522,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1523,Electronics,BrandB,SupplierX,10.01
Mouse Model 1524,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1525,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1526,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1527,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1528,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1529,Electronics,BrandB,SupplierX,10.01
Mouse Model 1530,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1531,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1532,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1533,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1534,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1535,Electronics,BrandB,SupplierX,10.01
Mouse Model 1536,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1537,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1538,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1539,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1540,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1541,Electronics,BrandB,SupplierX,10.01
Mouse Model 1542,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1543,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1544,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1545,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1546,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1547,Electronics,BrandB,SupplierX,10.01
Mouse Model 1548,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1549,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1550,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1551,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1552,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1553,Electronics,BrandB,SupplierX,10.01
Mouse Model 1554,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1555,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1556,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1557,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1558,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1559,Electronics,BrandB,SupplierX,10.01
Mouse Model 1560,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1561,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1562,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1563,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1564,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1565,Electronics,BrandB,SupplierX,10.01
Mouse Model 1566,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1567,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1568,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1569,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1570,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1571,Electronics,BrandB,SupplierX,10.01
Mouse Model 1572,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1573,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1574,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1575,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1576,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1577,Electronics,BrandB,SupplierX,10.01
Mouse Model 1578,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1579,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1580,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1581,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1582,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1583,Electronics,BrandB,SupplierX,10.01
Mouse Model 1584,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1585,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1586,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1587,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1588,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1589,Electronics,BrandB,SupplierX,10.01
Mouse Model 1590,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1591,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1592,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1593,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1594,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1595,Electronics,BrandB,SupplierX,10.01
Mouse Model 1596,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1597,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1598,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1599,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1600,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1601,Electronics,BrandB,SupplierX,10.01
Mouse Model 1602,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1603,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1604,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1605,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1606,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1607,Electronics,BrandB,SupplierX,10.01
Mouse Model 1608,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1609,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1610,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1611,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1612,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1613,Electronics,BrandB,SupplierX,10.01
Mouse Model 1614,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1615,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1616,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1617,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1618,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1619,Electronics,BrandB,SupplierX,10.01
Mouse Model 1620,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1621,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1622,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1623,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1624,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1625,Electronics,BrandB,SupplierX,10.01
Mouse Model 1626,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1627,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1628,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1629,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1630,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1631,Electronics,BrandB,SupplierX,10.01
Mouse Model 1632,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1633,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1634,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1635,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1636,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1637,Electronics,BrandB,SupplierX,10.01
Mouse Model 1638,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1639,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1640,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1641,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1642,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1643,Electronics,BrandB,SupplierX,10.01
Mouse Model 1644,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1645,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1646,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1647,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1648,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1649,Electronics,BrandB,SupplierX,10.01
Mouse Model 1650,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1651,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1652,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1653,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1654,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1655,Electronics,BrandB,SupplierX,10.01
Mouse Model 1656,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1657,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1658,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1659,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1660,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1661,Electronics,BrandB,SupplierX,10.01
Mouse Model 1662,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1663,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1664,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1665,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1666,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1667,Electronics,BrandB,SupplierX,10.01
Mouse Model 1668,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1669,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1670,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1671,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1672,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1673,Electronics,BrandB,SupplierX,10.01
Mouse Model 1674,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1675,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1676,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1677,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1678,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1679,Electronics,BrandB,SupplierX,10.01
Mouse Model 1680,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1681,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1682,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1683,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1684,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1685,Electronics,BrandB,SupplierX,10.01
Mouse Model 1686,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1687,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1688,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1689,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1690,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1691,Electronics,BrandB,SupplierX,10.01
Mouse Model 1692,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1693,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1694,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1695,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1696,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1697,Electronics,BrandB,SupplierX,10.01
Mouse Model 1698,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1699,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1700,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1701,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1702,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1703,Electronics,BrandB,SupplierX,10.01
Mouse Model 1704,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1705,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1706,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1707,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1708,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1709,Electronics,BrandB,SupplierX,10.01
Mouse Model 1710,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1711,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1712,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1713,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1714,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1715,Electronics,BrandB,SupplierX,10.01
Mouse Model 1716,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1717,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1718,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1719,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1720,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1721,Electronics,BrandB,SupplierX,10.01
Mouse Model 1722,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1723,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1724,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1725,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1726,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1727,Electronics,BrandB,SupplierX,10.01
Mouse Model 1728,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1729,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1730,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1731,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1732,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1733,Electronics,BrandB,SupplierX,10.01
Mouse Model 1734,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1735,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1736,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1737,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1738,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1739,Electronics,BrandB,SupplierX,10.01
Mouse Model 1740,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1741,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1742,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1743,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1744,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1745,Electronics,BrandB,SupplierX,10.01
Mouse Model 1746,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1747,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1748,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1749,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1750,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1751,Electronics,BrandB,SupplierX,10.01
Mouse Model 1752,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1753,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1754,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1755,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1756,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1757,Electronics,BrandB,SupplierX,10.01
